parentid,objectid,title,collection,date_created,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
tishacoll032,tishacoll021,Judge's scoring card for Black America Pageantry – 1,tisha_taylor_collection,10-26-2004,"A judge's scoring card for the interview section of Black America Pageantry. The sheet uses the categories ""Dressed/Appearance"", ""Interview Skills"", and ""Content of Response"".",Black America Pageantry; Judge Score Card; Categories,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BlackAmericaPageantry001,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BlackAmericaPageantry001_InterviewScoringCard_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/blackamericapageantry001_interviewscoringcard_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/blackamericapageantry001_interviewscoringcard_tishataylorcollection_bqkc_th.jpg,"A judge's scoring card for the ""Interview"" category of Black American Pageantry. The text includes the sections ""Dressed/Appearance,"" ""Interview Skills,"" and ""Content of Response"". ",
tishacoll032,tishacoll022,Judge's scoring card for Black America Pageantry – 2,tisha_taylor_collection,10-26-2004,"A filled-out scoring card from the ""Sportswear"" section of Black America Pageantry. The first contestant scores a 6 in ""Suit"", a 6 in ""Technical Merit"", and a 5 in ""Presentation"", totaling 17 of 20 possible points.  ",Black America Pageantry; Judge Score Card; Categories,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BlackAmericaPageantry002,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BlackAmericaPageantry002_SportswearScoringCard_Contestant%231_TishaTaylorCollection_BqKC.png,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/blackamericapageantry002_sportswearscoringcard_contestant%231_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/blackamericapageantry002_sportswearscoringcard_contestant%231_tishataylorcollection_bqkc_th.jpg,"A judge's filled-out scoring card for the ""Sportswear"" category of Black American Pageantry. The text includes the sections ""Suit,"" ""Technical Merit,"" and ""Presentation"". ",
tishacoll033,tishacoll023,Document outline rules for judge's grading of Black America Pageantry – 1,tisha_taylor_collection,10-26-2004,"The first page of a document outlining the rules and expectations for the judge's grading. The text explains the categories of ""Presentation (All That Glitters)"", ""Sportswear (Non-Seasonal)"", and ""Formal Wear (All Fabric)"". ",Black America Pageantry; Judge Score Card; Document,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BlackAmericaPageantry003,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BlackAmericaPageantry003_JudgesCategoryInformation_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/blackamericapageantry003_judgescategoryinformation_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/blackamericapageantry003_judgescategoryinformation_tishataylorcollection_bqkc_th.jpg,"First page of a document outlining the category information of Black American Pageantry. The text includes the categories of ""Presentation (All That Glitters),"" ""Sportswear (Non-Seasonal),"" and ""Formal Wear (All Fabric)"". ",
tishacoll033,tishacoll024,Document outline rules for judge's grading of Black America Pageantry – 2,tisha_taylor_collection,10-26-2004,"The second page of the judge's guidelines during pageants. The categories described include ""Evening Gown (All Fabric)"", ""Talent"", ""Question and Answer"", and ""Interview"".  ",Black America Pageantry; Judge Score Card; Document,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BlackAmericaPageantry004,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BlackAmericaPageantry004_JudgesCategoryInformation_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/blackamericapageantry004_judgescategoryinformation_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/blackamericapageantry004_judgescategoryinformation_tishataylorcollection_bqkc_th.jpg,"Second page of a document outlining the category information of Black American Pageantry. The text includes the categories of ""Evening Gown (All Fabric),"" ""Talent,"" ""Question and Answer,"" and ""Interview"". ",
,tishacoll025,"Sheet outlining judge etiquette for ""Mr. & Miss Black Mid-America""",tisha_taylor_collection,11-20-2003,"A sheet from ""Mr. & Miss Black Mid-America"" defining expected etiquette from the judges. The bottom reiterates that ""Taylortown Productions has the authority to question any judge who violates these rules and to relieve a judge of his/her judging seat, after careful scrutiny of the rule infraction.""
",Mr. and Miss Black Mid-America; Judge Etiquette;,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America001,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Mr&MissBlackMid-America001_JudgesEtiquette_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mr&missblackmid-america001_judgesetiquette_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mr&missblackmid-america001_judgesetiquette_tishataylorcollection_bqkc_th.jpg,"A document outlining ""Judges Etiquette"" for ""Mr. and Miss Black Mid-America"". ",
tishacoll034,tishacoll026,"FULL BOOKLET – ""Mr. & Miss Black Mid-America"" at Soakie's",tisha_taylor_collection,11-20-2003,"A program for ""Mr. & Miss Black Mid-America"", a pageant held at Soakie's on November 20, 2003. The document features details on the event schedule, emcees, judges, and Soakie's specials throughout the week.",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America002,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Mr&MissBlackMid-America002_FullBooklet_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mr&missblackmid-america002_fullbooklet_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mr&missblackmid-america002_fullbooklet_tishataylorcollection_bqkc_th.jpg,"A program for ""Mr. & Miss Black Mid-America"", a pageant held at Soakie's on November 20, 2003. The document features details on the event schedule, emcees, judges, and Soakie's specials throughout the week.",
,tishacoll027,"""eye of the beholder"" interview with Tisha Taylor",tisha_taylor_collection,01-03-2024,"Video history interview with Craig Lovingood as they speak of their ascent into their persona, Tisha Taylor. ",Craig Lovingood; video; interview,"Charlotte Street Foundation (Kansas City, MO)",39.06681552,-94.60381974,"tisha_taylor_collection, {B/qKC}",VideoHistory002,Image;MovingImage,video/mp4,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,video,https://youtu.be/tHWom8fu8pU,https://img.youtube.com/vi/tHWom8fu8pU/hqdefault.jpg,https://img.youtube.com/vi/tHWom8fu8pU/mqdefault.jpg,Video history interview with Craig Lovingood as they speak of their ascent into their persona,
,tishacoll028,"Tisha Taylor smiles for ""Miss Gay Kansas City America 2005"" – original and edited",tisha_taylor_collection,ca.2005,"Tisha Taylor smiles in a headshot for her accomplishment of ""Miss Gay Kansas City America 2005"". This compound object features an original scan of the image given to us by Craig Lovingood, and edited version of the headshot meant to restore the image to its former glory.",Tisha Taylor; Miss Gay Kansas City America 2005,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorParent001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited001_MissGayKC2005_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited001_missgaykc2005_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited001_missgaykc2005_tishataylorcollection_bqkc_th.jpg,Tisha Taylor smiles in a headshot. The image is in black and white. ,
,tishacoll029,Tisha Taylor pouts for a headshot – original and edited,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor pouts her lips for a headshot, surrounded by green tulle fabric. This compound object features an original scan of the image given to us by Craig Lovingood, and edited version of the headshot meant to restore the image to its former glory.","Tisha Taylor
","Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorParent002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited002_Portrait_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited002_portrait_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited002_portrait_tishataylorcollection_bqkc_th.jpg,Tisha Taylor pouts in a headshot. The image is in color with a blue background and green tulle fabric surrounding Tisha. ,
,tishacoll030,Tisha Taylor poses – original and edited,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor poses closely to the camera in a sparkly, plunging top. This compound object features an original scan of the image given to us by Craig Lovingood, and edited version of the headshot meant to restore the image to its former glory.",Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorParent003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited003_Headshot_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited003_headshot_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited003_headshot_tishataylorcollection_bqkc_th.jpg,Tisha Taylor smiles in a close-up photo. She is wearing a sparkly top with a plunging neckline. ,
,tishacoll031,Tisha Taylor sits for a close-up shot – original and edited,tisha_taylor_collection,ca.1993-2004,Tisha Taylor sits for a close-up shot. ,Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorParent004,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited004_Headshot_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited004_headshot_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited004_headshot_tishataylorcollection_bqkc_th.jpg,Tisha Taylor poses for a close-up photo. She is wearing a sparkly top. ,
,tishacoll032,Judge's scoring cards for Black America Pageantry,tisha_taylor_collection,10-26-2004,"A judge's scoring card for the interview section of Black America Pageantry. The sheet uses the categories ""Dressed/Appearance"", ""Interview Skills"", and ""Content of Response"".",Black America Pageantry; Judge Score Card; Categories,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BlackAmericaPageantry001,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BlackAmericaPageantry001_InterviewScoringCard_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/blackamericapageantry001_interviewscoringcard_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/blackamericapageantry001_interviewscoringcard_tishataylorcollection_bqkc_th.jpg,"A judge's scoring card for the ""Interview"" category of Black American Pageantry. The text includes the sections ""Dressed/Appearance,"" ""Interview Skills,"" and ""Content of Response"". ",
,tishacoll033,Documents outline rules for judge's grading of Black America Pageantry,tisha_taylor_collection,10-26-2004,"The first page of a document outlining the rules and expectations for the judge's grading. The text explains the categories of ""Presentation (All That Glitters)"", ""Sportswear (Non-Seasonal)"", and ""Formal Wear (All Fabric)"". ",Black America Pageantry; Judge Score Card; Document,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BlackAmericaPageantry003,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BlackAmericaPageantry003_JudgesCategoryInformation_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/blackamericapageantry003_judgescategoryinformation_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/blackamericapageantry003_judgescategoryinformation_tishataylorcollection_bqkc_th.jpg,"First page of a document outlining the category information of Black American Pageantry. The text includes the categories of ""Presentation (All That Glitters),"" ""Sportswear (Non-Seasonal),"" and ""Formal Wear (All Fabric)"". ",
,tishacoll034,"""Mr. & Miss Black Mid-America"" at Soakie's – full program and pages",tisha_taylor_collection,11-20-2003,"A program for ""Mr. & Miss Black Mid-America"", a pageant held at Soakie's on November 20, 2003. This compound object compiles a PDF version compiling all pages, as well as scanned images of each separate page. Folks with accessibility needs can download the PDF version of the program for an OCR-ready version of the file.",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-AmericaParent001,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,compound_object,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Mr&MissBlackMid-America002_FullBooklet_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mr&missblackmid-america002_fullbooklet_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mr&missblackmid-america002_fullbooklet_tishataylorcollection_bqkc_th.jpg,"A program for ""Mr. & Miss Black Mid-America"", a pageant held at Soakie's on November 20, 2003. This compound object compiles a PDF version compiling all pages, as well as scanned images of each separate page.",
tishacoll034,tishacoll035,"INNER COVER, INNER BACK – ""Mr. & Miss Black Mid-America"" at Soakie's",tisha_taylor_collection,11-20-2003,"The reverse side of the cover for ""Mr. & Miss Black Mid-America"" program. ",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BqKC_01.03_BlackMidAmerica_%201.jpeg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%201_sm.jpg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%201_th.jpg,"The reverse side of the cover for ""Mr. & Miss Black Mid-America"" program.",
tishacoll034,tishacoll036,"PAGES 2, 3 – ""Mr. & Miss Black Mid-America"" at Soakie's",tisha_taylor_collection,11-20-2003,"Pages 2 and 3 for ""Mr. & Miss Black Mid-America"" program. A schedule of events is listed with the title ""PROGRAM""",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BqKC_01.03_BlackMidAmerica_%202.jpeg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%202_sm.jpg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%202_th.jpg,"Pages 2 and 3 for ""Mr. & Miss Black Mid-America"" program. A schedule of events is listed with the title ""PROGRAM"". ",
tishacoll034,tishacoll037,"PAGES 4, 5 – ""Mr. & Miss Black Mid-America"" at Soakie's",tisha_taylor_collection,11-20-2003,"Page 4 and 5 for ""Mr. & Miss Black Mid-America"" program. A picture of Craig Lovingood as Tisha Taylor alongside her bio.",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BqKC_01.03_BlackMidAmerica_%203.jpeg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%203_sm.jpg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%203_th.jpg,"Page 4 and 5 for ""Mr. & Miss Black Mid-America"" program. A picture of Craig Lovingood as Tisha Taylor alongside her bio.",
tishacoll034,tishacoll038,"PAGES 6, 7 – ""Mr. & Miss Black Mid-America"" at Soakie's",tisha_taylor_collection,11-20-2003,"Page 6 and 7 for ""Mr. & Miss Black Mid-America"" program. Pictures and bio for emcees of the pageant, Gary Carrington and Desiree Luv Everett.",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BqKC_01.03_BlackMidAmerica_%204.jpeg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%204_sm.jpg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%204_th.jpg,"Page 6 and 7 for ""Mr. & Miss Black Mid-America"" program. Pictures and bio for emcees of the pageant, Gary Carrington and Desiree Luv Everett.",
tishacoll034,tishacoll039,"PAGES 8, 9 – ""Mr. & Miss Black Mid-America"" at Soakie's",tisha_taylor_collection,11-20-2003,"Page 8 and 9 for ""Mr. & Miss Black Mid-America"" program. Pictures and bio for judges of the pageant, Clayton Chase and Portia Valentino.",Mr. and Miss Black Mid-America; Soakie’s; Pageant; Program,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",Mr&MissBlackMid-America002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BqKC_01.03_BlackMidAmerica_%205.jpeg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%205_sm.jpg,https://bafybeiewipfukfuo44puc7n4qsgab7bpqswaxjlilav3bys3t7bnl4wgvi.ipfs.w3s.link/bqkc_01.03_blackmidamerica_%205_th.jpg,"Page 8 and 9 for ""Mr. & Miss Black Mid-America"" program. Pictures and bio for judges of the pageant, Clayton Chase and Portia Valentino.",
